feature,pu,value
19,84532,4
19,84161,4
19,84370,4
19,86156,4
19,86472,4
19,84908,4
19,86741,4
19,96577,4
19,85806,4
19,85918,4
19,99168,4
19,87085,4
19,87335,4
19,87432,4
19,87451,4
19,87541,4
19,88975,4
19,87992,4
19,88222,4
19,89746,4
19,108183,4
19,90489,4
19,90949,4
19,92538,4
19,93040,4
19,93046,4
19,94908,4
19,95303,4
19,95453,4
19,95673,4
19,95881,4
19,95988,4
19,96403,4
19,96484,4
19,97425,4
19,97631,4
19,97642,4
19,97728,4
19,97833,4
19,97986,4
19,98113,4
19,99021,4
19,99667,4
19,100217,4
19,100377,4
19,101190,4
19,102116,4
19,102766,4
19,103017,4
19,103418,4
19,103163,4
19,104130,4
19,104202,4
19,104209,4
19,103749,4
19,103736,4
19,107903,4
19,107904,4
19,107921,4
19,104714,4
19,104331,4
19,104603,4
19,104721,4
19,105701,4
19,106344,4
19,107071,4
19,107135,4
19,107183,4
19,114089,4
19,114693,4
19,117730,4
19,108826,4
19,108921,4
19,109433,4
19,111546,4
19,111719,4
19,111740,4
19,111507,4
19,110268,4
19,111297,4
19,112805,4
19,112542,4
19,112655,4
19,112832,4
19,112982,4
19,112990,4
19,119282,4
19,113240,4
19,113258,4
19,113483,4
19,113708,4
19,113949,4
19,115640,4
19,114559,4
19,115292,4
19,117350,4
19,116382,4
19,116464,4
19,117562,4
19,118126,4
19,118151,4
19,118729,4
19,118841,4
19,118932,4
19,119328,4
19,120383,4
20,286.0,4
20,834.0,4
20,6843.0,4
20,9706.0,4
20,2888.0,4
20,2997.0,4
20,3224.0,4
20,19123.0,4
20,19154.0,4
20,28146.0,4
20,41288.0,4
20,50640.0,4
20,50754.0,4
20,71639.0,4
20,55727.0,4
20,56172.0,4
20,56173.0,4
20,58480.0,4
20,13853.0,4
20,9427.0,4
20,9437.0,4
20,14275.0,1
20,2360.0,4
20,7493.0,4
20,12042.0,4
20,13505.0,4
20,19842.0,4
20,19848.0,4
20,1084.0,4
20,1641.0,4
20,1694.0,4
20,2060.0,4
20,2259.0,4
20,2738.0,4
20,3660.0,4
20,4047.0,4
20,4755.0,4
20,5372.0,4
20,5724.0,4
20,6093.0,4
20,6917.0,4
20,7290.0,4
20,7310.0,4
20,7313.0,4
20,8440.0,4
20,8474.0,4
20,7617.0,4
20,7974.0,4
20,8205.0,4
20,8338.0,4
20,8584.0,4
20,8960.0,4
20,10587.0,4
20,10590.0,4
20,13374.0,4
20,10339.0,4
20,10341.0,4
20,10352.0,4
20,10983.0,4
20,12441.0,4
20,12791.0,4
20,13012.0,4
20,13410.0,4
20,13747.0,4
20,15751.0,4
20,15958.0,4
20,15976.0,4
20,15610.0,4
20,15865.0,4
20,16653.0,4
20,16214.0,4
20,16994.0,4
20,18082.0,4
20,45150.0,4
20,46615.0,4
20,47004.0,4
20,22490.0,4
20,22183.0,4
20,27804.0,4
20,33141.0,4
20,52417.0,4
20,52464.0,4
20,57469.0,4
20,17723.0,4
20,17846.0,4
20,18301.0,4
20,18404.0,4
20,18498.0,4
20,40136.0,4
20,57289.0,4
20,20727.0,4
20,20818.0,4
20,22500.0,4
20,22350.0,4
20,23114.0,4
20,19628.0,4
20,20309.0,4
20,20350.0,4
20,20706.0,4
20,20856.0,4
20,20923.0,4
20,20978.0,4
20,21189.0,4
20,23461.0,4
20,23963.0,4
20,25330.0,4
20,25858.0,4
20,27171.0,4
20,27184.0,4
20,27288.0,4
20,26347.0,4
20,26699.0,4
20,26927.0,4
20,27511.0,4
20,28384.0,4
20,28547.0,4
20,25117.0,4
20,25492.0,4
20,28621.0,4
20,29849.0,4
20,30702.0,4
20,30578.0,4
20,34473.0,4
20,35227.0,4
20,36503.0,4
20,31036.0,4
20,31068.0,4
20,31549.0,4
20,32156.0,4
20,32373.0,4
20,32686.0,4
20,33293.0,4
20,33507.0,4
20,33508.0,4
20,33650.0,4
20,33656.0,4
20,34613.0,4
20,33909.0,4
20,33986.0,4
20,34214.0,4
20,34271.0,4
20,34997.0,4
20,34998.0,4
20,35336.0,4
20,54927.0,4
20,35664.0,4
20,35707.0,4
20,35796.0,4
20,36051.0,4
20,36748.0,4
20,36875.0,4
20,37134.0,4
20,38110.0,4
20,37611.0,4
20,37635.0,4
20,37642.0,4
20,37743.0,4
20,37882.0,4
20,38225.0,4
20,39456.0,4
20,71062.0,4
20,38339.0,4
20,38707.0,4
20,38924.0,4
20,40605.0,4
20,39533.0,4
20,39771.0,4
20,41069.0,4
20,41435.0,4
20,44326.0,4
20,44453.0,4
20,42192.0,4
20,42194.0,4
20,42458.0,4
20,46848.0,4
20,45524.0,4
20,48010.0,4
20,47443.0,4
20,47658.0,4
20,54546.0,4
20,54688.0,4
20,48257.0,4
20,48284.0,4
20,49220.0,4
20,49541.0,4
20,49756.0,4
20,50001.0,4
20,50131.0,4
20,58787.0,4
20,63767.0,4
20,52679.0,4
20,55123.0,4
20,54897.0,4
20,53386.0,4
20,53713.0,4
20,54091.0,4
20,54180.0,4
20,54187.0,4
20,55258.0,4
20,55390.0,4
20,69900.0,4
20,55636.0,4
20,58996.0,4
20,56525.0,4
20,56690.0,4
20,56905.0,4
20,66402.0,4
20,66404.0,4
20,57593.0,4
20,59226.0,4
20,59350.0,4
20,57711.0,4
20,58587.0,4
20,58990.0,4
20,59704.0,4
20,59836.0,4
20,60188.0,4
20,60477.0,4
20,60515.0,4
20,81119.0,4
20,61826.0,4
20,61914.0,4
20,62537.0,4
20,63509.0,4
20,62753.0,4
20,63369.0,4
20,63383.0,4
20,63608.0,4
20,64491.0,4
20,64914.0,4
20,64933.0,4
20,65253.0,4
20,65368.0,4
20,66740.0,4
20,67014.0,4
20,65514.0,4
20,65939.0,4
20,75525.0,4
20,67785.0,4
20,67786.0,4
20,67897.0,4
20,67918.0,4
20,68721.0,4
20,70480.0,4
20,70276.0,4
20,70397.0,4
20,69045.0,4
20,69296.0,4
20,70849.0,4
20,72462.0,4
20,71406.0,4
20,71759.0,4
20,71857.0,4
20,73857.0,4
20,71946.0,1
20,72002.0,4
20,72659.0,4
20,73100.0,4
20,73136.0,4
20,73243.0,4
20,73980.0,4
20,74242.0,4
20,74371.0,4
20,74612.0,4
20,74829.0,4
20,75316.0,4
20,75689.0,4
20,91847.0,4
20,91848.0,4
20,76387.0,4
20,76639.0,4
20,77005.0,4
20,77496.0,4
20,77593.0,4
20,77619.0,4
20,77947.0,4
20,78171.0,4
20,78178.0,4
20,78655.0,4
20,78781.0,4
20,105269.0,4
20,105289.0,4
20,79964.0,4
20,79058.0,4
20,79238.0,4
20,82170.0,4
20,82307.0,4
20,82336.0,4
20,81219.0,4
20,81249.0,4
20,81256.0,4
20,81704.0,4
20,81811.0,4
20,81824.0,4
20,82446.0,4
20,91530.0,4
20,93090.0,4
20,105566.0,4
20,92456.0,4
20,96061.0,4
20,105480.0,4
20,105481.0,4
20,111304.0,4
20,112656.0,4
20,115936.0,4
20,115958.0,4
20,84522.0,4
20,83686.0,4
20,83932.0,4
20,86165.0,4
20,86520.0,4
20,86606.0,4
20,84812.0,4
20,85005.0,4
20,93817.0,4
20,85834.0,4
20,85835.0,4
20,85839.0,4
20,86042.0,4
20,99171.0,4
20,100977.0,4
20,102438.0,4
20,88922.0,4
20,91385.0,4
20,88366.0,4
20,88465.0,4
20,88540.0,4
20,89034.0,4
20,89592.0,4
20,90846.0,4
20,92876.0,4
20,108133.0,4
20,117016.0,4
20,90452.0,4
20,90556.0,4
20,91374.0,4
20,93238.0,4
20,94691.0,4
20,97264.0,4
20,97266.0,4
20,98829.0,4
20,94218.0,4
20,94332.0,4
20,94926.0,4
20,95498.0,4
20,96703.0,4
20,96724.0,4
20,97409.0,4
20,97964.0,4
20,98930.0,4
20,99277.0,4
20,100255.0,4
20,100267.0,4
20,100363.0,4
20,100641.0,4
20,100826.0,4
20,101422.0,4
20,101513.0,4
20,101074.0,4
20,101085.0,4
20,105402.0,4
20,104236.0,4
20,105820.0,4
20,104009.0,4
20,104721.0,4
20,105993.0,4
20,105994.0,4
20,106187.0,4
20,106532.0,4
20,108047.0,4
20,114698.0,4
20,108248.0,4
20,107332.0,4
20,107445.0,4
20,108702.0,4
20,108838.0,4
20,109573.0,4
20,109447.0,4
20,110442.0,4
20,111670.0,4
20,110229.0,4
20,111889.0,4
20,111978.0,4
20,111996.0,4
20,112438.0,4
20,115613.0,4
20,115007.0,4
20,115289.0,4
20,115291.0,4
20,115311.0,4
20,115719.0,4
20,115734.0,4
20,115920.0,4
20,116633.0,4
20,117676.0,4
20,118744.0,4
20,118970.0,4
20,119199.0,4
20,119749.0,4
20,120059.0,4
20,120068.0,4
20,120387.0,4
