name,value
solver_time,4.773001194000244
total_time,21.788611888885498
obj_value,16673.116607132306
gap_to_opt,0.0010591016153935126
total_cost,18387.0
cmd,RSP-CC
gap,0.05
time_limit,
gurobi_log,
gurobi_threads,
gurobi_mem,
input,../../pa-lukas-rose/results/400x400-15features-seed0-edgeprobability50-noquality
output,../tests/brandt/congen/03-400x400-15features-seed0-edgeprobability50-noquality/bc-CC
metric,['bc']
metric_weight,1.0
cost_weight,
metric_min,
metric_min_type,
metric_max,
metric_max_type,
con_matrix,
con_edgelist,
feature_edgelist,['../../pa-lukas-rose/results/400x400-15features-seed0-edgeprobability50-noquality/resistance.csv']
pu_data,
complete_graph,
