data,metric,total,min,max,min_threshold,max_threshold,target,total metric,avg_per_pu
mean,betcent,148190.00000000003,0.0,6532.970582447446,126.6388600890319,6532.970582447446,29268.102301312218,34383.53365260893,648.7459179737534
