"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
79,TEURO,315.000000,315.544000,0,349,0,3306597,yes,1.000000
78,SYUND,315.000000,672.431000,0,779,0,3306597,yes,1.000000
77,PYRAX,315.000000,629.766000,0,760,0,3306597,yes,1.000000
76,PEAPI,315.000000,552.443000,0,719,0,3306597,yes,1.000000
75,OEURA,315.000000,315.049000,0,341,0,3306597,yes,1.000000
74,NEPER,315.000000,315.289000,0,391,0,3306597,yes,1.000000
73,MIMIL,315.000000,315.195000,0,392,0,3306597,yes,1.000000
72,MIMIG,315.000000,386.299000,0,529,0,3306597,yes,1.000000
71,LUARB,315.000000,553.836000,0,692,0,3306597,yes,1.000000
70,LACOL,315.000000,385.802000,0,465,0,3306597,yes,1.000000
69,HIPEN,315.000000,315.205000,0,397,0,3306597,yes,1.000000
68,HIFAS,315.000000,315.092000,0,370,0,3306597,yes,1.000000
67,GYFUL,315.000000,517.531000,0,631,0,3306597,yes,1.000000
66,GYBAR,315.000000,400.852000,0,487,0,3306597,yes,1.000000
65,GATHE,315.000000,381.135000,0,466,0,3306597,yes,1.000000
64,FAPER,315.000000,516.587000,0,670,0,3306597,yes,1.000000
63,EMHOR,315.000000,396.514000,0,479,0,3306597,yes,1.000000
62,DRMAR,315.000000,513.188000,0,617,0,3306597,yes,1.000000
61,CIGAL,315.000000,315.127000,0,435,0,3306597,yes,1.000000
60,CAEUR,315.000000,348.748000,0,483,0,3306597,yes,1.000000
59,BUBUB,315.000000,314.942000,0,417,0,3306597,no,0.999816
58,AQCHR,315.000000,496.627000,0,619,0,3306597,yes,1.000000
57,ANCAM,315.000000,383.032000,0,470,0,3306597,yes,1.000000
56,TUPHI,315.000000,623.544000,0,743,0,3306597,yes,1.000000
55,TUMER,315.000000,1829.892000,0,2069,0,3306597,yes,1.000000
54,TRTRO,315.000000,1248.664000,0,1505,0,3306597,yes,1.000000
53,SYMEL,315.000000,1027.625000,0,1206,0,3306597,yes,1.000000
52,SYHOR,315.000000,363.620000,0,464,0,3306597,yes,1.000000
51,SYCOM,315.000000,342.641000,0,451,0,3306597,yes,1.000000
50,SYCAN,315.000000,390.199000,0,518,0,3306597,yes,1.000000
49,SYBOR,315.000000,314.995000,0,441,0,3306597,no,0.999984
48,SYATR,315.000000,1175.233000,0,1406,0,3306597,yes,1.000000
47,STTUR,315.000000,718.394000,0,951,0,3306597,yes,1.000000
46,SIEUR,315.000000,511.202000,0,602,0,3306597,yes,1.000000
45,SESER,315.000000,1201.277000,0,1440,0,3306597,yes,1.000000
44,SATOR,315.000000,659.609000,0,898,0,3306597,yes,1.000000
43,REIGN,315.000000,893.151000,0,1062,0,3306597,yes,1.000000
42,PTRUP,315.000000,420.807000,0,559,0,3306597,yes,1.000000
41,PHOCH,315.000000,808.829000,0,954,0,3306597,yes,1.000000
40,PHITA,315.000000,761.991000,0,919,0,3306597,yes,1.000000
39,PHBON,315.000000,688.738000,0,858,0,3306597,yes,1.000000
38,PEPET,315.000000,406.062000,0,497,0,3306597,yes,1.000000
37,PAMAJ,315.000000,1357.600000,0,1599,0,3306597,yes,1.000000
36,PACRI,315.000000,1119.987000,0,1290,0,3306597,yes,1.000000
35,PACAE,315.000000,1031.753000,0,1267,0,3306597,yes,1.000000
34,PAATE,315.000000,1034.127000,0,1183,0,3306597,yes,1.000000
33,ORORI,315.000000,402.843000,0,565,0,3306597,yes,1.000000
32,OEHIS,315.000000,573.627000,0,664,0,3306597,yes,1.000000
31,MUSTR,315.000000,330.443000,0,445,0,3306597,yes,1.000000
30,MOSOL,315.000000,554.231000,0,653,0,3306597,yes,1.000000
29,MOSAX,315.000000,315.251000,0,386,0,3306597,yes,1.000000
28,MOCIN,315.000000,315.056000,0,433,0,3306597,yes,1.000000
27,MOALB,315.000000,453.757000,0,574,0,3306597,yes,1.000000
26,MEAPI,315.000000,600.194000,0,738,0,3306597,yes,1.000000
25,LUMEG,315.000000,870.547000,0,1073,0,3306597,yes,1.000000
24,LOCUR,315.000000,487.346000,0,577,0,3306597,yes,1.000000
23,LASEN,315.000000,563.809000,0,682,0,3306597,yes,1.000000
22,JYTOR,315.000000,315.174000,0,425,0,3306597,yes,1.000000
21,HIDAU,315.000000,315.390000,0,384,0,3306597,yes,1.000000
20,GAGLA,315.000000,1251.989000,0,1509,0,3306597,yes,1.000000
19,FRCOE,315.000000,1568.840000,0,1728,0,3306597,yes,1.000000
18,ERRUB,315.000000,1624.857000,0,1820,0,3306597,yes,1.000000
17,EMCIR,315.000000,1065.748000,0,1265,0,3306597,yes,1.000000
16,EMCIA,315.000000,741.957000,0,869,0,3306597,yes,1.000000
15,DEURB,315.000000,315.056000,0,461,0,3306597,yes,1.000000
14,DEMAJ,315.000000,761.000000,0,891,0,3306597,yes,1.000000
13,CORAX,315.000000,415.511000,0,582,0,3306597,yes,1.000000
12,COPAL,315.000000,1191.342000,0,1453,0,3306597,yes,1.000000
11,COOEN,315.000000,347.072000,0,464,0,3306597,yes,1.000000
10,CEBRA,315.000000,785.890000,0,985,0,3306597,yes,1.000000
9,CAINA,315.000000,874.799000,0,1073,0,3306597,yes,1.000000
8,CACAR,315.000000,1244.265000,0,1496,0,3306597,yes,1.000000
7,BUBUT,315.000000,315.184000,0,468,0,3306597,yes,1.000000
6,APMEL,315.000000,346.791000,0,478,0,3306597,yes,1.000000
5,ANTRI,315.000000,553.216000,0,690,0,3306597,yes,1.000000
