"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
79,TEURO,315.000000,315.475000,0,348,0,3306597,yes,1.000000
78,SYUND,315.000000,675.605000,0,783,0,3306597,yes,1.000000
77,PYRAX,315.000000,656.598000,0,792,0,3306597,yes,1.000000
76,PEAPI,315.000000,549.668000,0,713,0,3306597,yes,1.000000
75,OEURA,315.000000,315.382000,0,340,0,3306597,yes,1.000000
74,NEPER,315.000000,315.016000,0,393,0,3306597,yes,1.000000
73,MIMIL,315.000000,315.049000,0,395,0,3306597,yes,1.000000
72,MIMIG,315.000000,386.546000,0,535,0,3306597,yes,1.000000
71,LUARB,315.000000,526.870000,0,658,0,3306597,yes,1.000000
70,LACOL,315.000000,364.933000,0,440,0,3306597,yes,1.000000
69,HIPEN,315.000000,315.066000,0,397,0,3306597,yes,1.000000
68,HIFAS,315.000000,315.056000,0,366,0,3306597,yes,1.000000
67,GYFUL,315.000000,522.049000,0,638,0,3306597,yes,1.000000
66,GYBAR,315.000000,392.209000,0,478,0,3306597,yes,1.000000
65,GATHE,315.000000,390.605000,0,485,0,3306597,yes,1.000000
64,FAPER,315.000000,517.613000,0,670,0,3306597,yes,1.000000
63,EMHOR,315.000000,368.201000,0,444,0,3306597,yes,1.000000
62,DRMAR,315.000000,505.494000,0,607,0,3306597,yes,1.000000
61,CIGAL,315.000000,314.970000,0,435,0,3306597,no,0.999905
60,CAEUR,315.000000,357.502000,0,496,0,3306597,yes,1.000000
59,BUBUB,315.000000,315.029000,0,417,0,3306597,yes,1.000000
58,AQCHR,315.000000,493.776000,0,618,0,3306597,yes,1.000000
57,ANCAM,315.000000,379.299000,0,466,0,3306597,yes,1.000000
56,TUPHI,315.000000,623.952000,0,743,0,3306597,yes,1.000000
55,TUMER,315.000000,1818.801000,0,2051,0,3306597,yes,1.000000
54,TRTRO,315.000000,1254.771000,0,1515,0,3306597,yes,1.000000
53,SYMEL,315.000000,1016.279000,0,1196,0,3306597,yes,1.000000
52,SYHOR,315.000000,342.202000,0,438,0,3306597,yes,1.000000
51,SYCOM,315.000000,335.761000,0,444,0,3306597,yes,1.000000
50,SYCAN,315.000000,362.344000,0,480,0,3306597,yes,1.000000
49,SYBOR,315.000000,315.306000,0,437,0,3306597,yes,1.000000
48,SYATR,315.000000,1168.286000,0,1397,0,3306597,yes,1.000000
