"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
47,STTUR,315.000000,711.838000,0,942,0,3306597,yes,1.000000
46,SIEUR,315.000000,515.089000,0,606,0,3306597,yes,1.000000
45,SESER,315.000000,1190.177000,0,1437,0,3306597,yes,1.000000
44,SATOR,315.000000,625.627000,0,853,0,3306597,yes,1.000000
43,REIGN,315.000000,925.761000,0,1110,0,3306597,yes,1.000000
42,PTRUP,315.000000,444.634000,0,590,0,3306597,yes,1.000000
41,PHOCH,315.000000,815.098000,0,962,0,3306597,yes,1.000000
40,PHITA,315.000000,760.225000,0,918,0,3306597,yes,1.000000
39,PHBON,315.000000,684.747000,0,851,0,3306597,yes,1.000000
38,PEPET,315.000000,376.884000,0,462,0,3306597,yes,1.000000
37,PAMAJ,315.000000,1341.243000,0,1577,0,3306597,yes,1.000000
36,PACRI,315.000000,1139.049000,0,1310,0,3306597,yes,1.000000
35,PACAE,315.000000,1050.420000,0,1292,0,3306597,yes,1.000000
34,PAATE,315.000000,1067.226000,0,1218,0,3306597,yes,1.000000
33,ORORI,315.000000,401.322000,0,567,0,3306597,yes,1.000000
32,OEHIS,315.000000,566.579000,0,652,0,3306597,yes,1.000000
31,MUSTR,315.000000,317.327000,0,431,0,3306597,yes,1.000000
30,MOSOL,315.000000,552.104000,0,652,0,3306597,yes,1.000000
29,MOSAX,315.000000,315.016000,0,385,0,3306597,yes,1.000000
28,MOCIN,315.000000,315.392000,0,432,0,3306597,yes,1.000000
27,MOALB,315.000000,467.571000,0,591,0,3306597,yes,1.000000
26,MEAPI,315.000000,602.631000,0,745,0,3306597,yes,1.000000
25,LUMEG,315.000000,864.619000,0,1073,0,3306597,yes,1.000000
24,LOCUR,315.000000,513.033000,0,604,0,3306597,yes,1.000000
23,LASEN,315.000000,542.212000,0,657,0,3306597,yes,1.000000
22,JYTOR,315.000000,315.137000,0,428,0,3306597,yes,1.000000
21,HIDAU,315.000000,314.998000,0,379,0,3306597,no,0.999994
20,GAGLA,315.000000,1245.309000,0,1498,0,3306597,yes,1.000000
19,FRCOE,315.000000,1571.738000,0,1731,0,3306597,yes,1.000000
18,ERRUB,315.000000,1646.009000,0,1842,0,3306597,yes,1.000000
17,EMCIR,315.000000,1043.360000,0,1249,0,3306597,yes,1.000000
16,EMCIA,315.000000,741.614000,0,867,0,3306597,yes,1.000000
15,DEURB,315.000000,315.083000,0,464,0,3306597,yes,1.000000
14,DEMAJ,315.000000,748.443000,0,869,0,3306597,yes,1.000000
13,CORAX,315.000000,420.380000,0,588,0,3306597,yes,1.000000
12,COPAL,315.000000,1203.154000,0,1471,0,3306597,yes,1.000000
11,COOEN,315.000000,332.242000,0,447,0,3306597,yes,1.000000
10,CEBRA,315.000000,803.790000,0,1003,0,3306597,yes,1.000000
9,CAINA,315.000000,800.579000,0,975,0,3306597,yes,1.000000
8,CACAR,315.000000,1207.183000,0,1453,0,3306597,yes,1.000000
7,BUBUT,315.000000,315.254000,0,471,0,3306597,yes,1.000000
6,APMEL,315.000000,345.809000,0,479,0,3306597,yes,1.000000
5,ANTRI,315.000000,566.082000,0,704,0,3306597,yes,1.000000
4,ALRUF,315.000000,540.288000,0,673,0,3306597,yes,1.000000
3,AECAU,315.000000,648.642000,0,798,0,3306597,yes,1.000000
2,ACNIS,315.000000,315.311000,0,455,0,3306597,yes,1.000000
1,ACGEN,315.000000,315.158000,0,416,0,3306597,yes,1.000000
