"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
79,TEURO,315.000000,315.476000,0,348,0,3306597,yes,1.000000
78,SYUND,315.000000,660.853000,0,766,0,3306597,yes,1.000000
77,PYRAX,315.000000,633.355000,0,767,0,3306597,yes,1.000000
76,PEAPI,315.000000,557.014000,0,725,0,3306597,yes,1.000000
75,OEURA,315.000000,314.947000,0,339,0,3306597,no,0.999832
74,NEPER,315.000000,315.020000,0,392,0,3306597,yes,1.000000
73,MIMIL,315.000000,315.196000,0,393,0,3306597,yes,1.000000
72,MIMIG,315.000000,408.865000,0,567,0,3306597,yes,1.000000
71,LUARB,315.000000,550.846000,0,690,0,3306597,yes,1.000000
70,LACOL,315.000000,358.481000,0,431,0,3306597,yes,1.000000
69,HIPEN,315.000000,315.189000,0,395,0,3306597,yes,1.000000
68,HIFAS,315.000000,315.671000,0,369,0,3306597,yes,1.000000
67,GYFUL,315.000000,516.991000,0,629,0,3306597,yes,1.000000
66,GYBAR,315.000000,383.683000,0,468,0,3306597,yes,1.000000
65,GATHE,315.000000,372.218000,0,460,0,3306597,yes,1.000000
64,FAPER,315.000000,504.363000,0,652,0,3306597,yes,1.000000
63,EMHOR,315.000000,343.286000,0,415,0,3306597,yes,1.000000
62,DRMAR,315.000000,513.581000,0,615,0,3306597,yes,1.000000
61,CIGAL,315.000000,314.969000,0,437,0,3306597,no,0.999902
60,CAEUR,315.000000,336.895000,0,469,0,3306597,yes,1.000000
59,BUBUB,315.000000,315.505000,0,419,0,3306597,yes,1.000000
58,AQCHR,315.000000,482.062000,0,602,0,3306597,yes,1.000000
57,ANCAM,315.000000,389.145000,0,477,0,3306597,yes,1.000000
56,TUPHI,315.000000,633.715000,0,754,0,3306597,yes,1.000000
55,TUMER,315.000000,1827.382000,0,2067,0,3306597,yes,1.000000
54,TRTRO,315.000000,1257.993000,0,1518,0,3306597,yes,1.000000
53,SYMEL,315.000000,1024.449000,0,1206,0,3306597,yes,1.000000
52,SYHOR,315.000000,344.833000,0,443,0,3306597,yes,1.000000
51,SYCOM,315.000000,324.081000,0,435,0,3306597,yes,1.000000
50,SYCAN,315.000000,401.336000,0,534,0,3306597,yes,1.000000
49,SYBOR,315.000000,314.976000,0,439,0,3306597,no,0.999924
48,SYATR,315.000000,1205.370000,0,1445,0,3306597,yes,1.000000
47,STTUR,315.000000,733.559000,0,975,0,3306597,yes,1.000000
46,SIEUR,315.000000,536.521000,0,628,0,3306597,yes,1.000000
45,SESER,315.000000,1215.622000,0,1461,0,3306597,yes,1.000000
44,SATOR,315.000000,660.941000,0,907,0,3306597,yes,1.000000
43,REIGN,315.000000,918.287000,0,1096,0,3306597,yes,1.000000
42,PTRUP,315.000000,448.065000,0,597,0,3306597,yes,1.000000
41,PHOCH,315.000000,802.399000,0,946,0,3306597,yes,1.000000
40,PHITA,315.000000,757.797000,0,908,0,3306597,yes,1.000000
39,PHBON,315.000000,687.855000,0,853,0,3306597,yes,1.000000
38,PEPET,315.000000,391.050000,0,483,0,3306597,yes,1.000000
37,PAMAJ,315.000000,1390.148000,0,1641,0,3306597,yes,1.000000
36,PACRI,315.000000,1129.703000,0,1304,0,3306597,yes,1.000000
35,PACAE,315.000000,1061.926000,0,1302,0,3306597,yes,1.000000
34,PAATE,315.000000,1048.627000,0,1199,0,3306597,yes,1.000000
33,ORORI,315.000000,428.976000,0,610,0,3306597,yes,1.000000
32,OEHIS,315.000000,543.656000,0,629,0,3306597,yes,1.000000
31,MUSTR,315.000000,322.612000,0,439,0,3306597,yes,1.000000
30,MOSOL,315.000000,551.928000,0,657,0,3306597,yes,1.000000
29,MOSAX,315.000000,315.337000,0,381,0,3306597,yes,1.000000
28,MOCIN,315.000000,315.350000,0,433,0,3306597,yes,1.000000
27,MOALB,315.000000,489.104000,0,625,0,3306597,yes,1.000000
26,MEAPI,315.000000,617.085000,0,765,0,3306597,yes,1.000000
25,LUMEG,315.000000,912.941000,0,1133,0,3306597,yes,1.000000
24,LOCUR,315.000000,480.232000,0,571,0,3306597,yes,1.000000
23,LASEN,315.000000,544.520000,0,659,0,3306597,yes,1.000000
22,JYTOR,315.000000,315.230000,0,429,0,3306597,yes,1.000000
21,HIDAU,315.000000,315.285000,0,385,0,3306597,yes,1.000000
20,GAGLA,315.000000,1300.856000,0,1565,0,3306597,yes,1.000000
19,FRCOE,315.000000,1575.208000,0,1739,0,3306597,yes,1.000000
18,ERRUB,315.000000,1669.171000,0,1872,0,3306597,yes,1.000000
17,EMCIR,315.000000,1079.988000,0,1292,0,3306597,yes,1.000000
16,EMCIA,315.000000,755.707000,0,884,0,3306597,yes,1.000000
15,DEURB,315.000000,315.220000,0,462,0,3306597,yes,1.000000
14,DEMAJ,315.000000,746.637000,0,870,0,3306597,yes,1.000000
13,CORAX,315.000000,428.351000,0,601,0,3306597,yes,1.000000
12,COPAL,315.000000,1244.362000,0,1528,0,3306597,yes,1.000000
11,COOEN,315.000000,350.847000,0,477,0,3306597,yes,1.000000
10,CEBRA,315.000000,842.492000,0,1064,0,3306597,yes,1.000000
9,CAINA,315.000000,821.221000,0,1004,0,3306597,yes,1.000000
8,CACAR,315.000000,1232.208000,0,1488,0,3306597,yes,1.000000
7,BUBUT,315.000000,315.022000,0,470,0,3306597,yes,1.000000
6,APMEL,315.000000,349.309000,0,484,0,3306597,yes,1.000000
5,ANTRI,315.000000,572.657000,0,715,0,3306597,yes,1.000000
4,ALRUF,315.000000,508.455000,0,633,0,3306597,yes,1.000000
3,AECAU,315.000000,674.495000,0,837,0,3306597,yes,1.000000
2,ACNIS,315.000000,315.022000,0,455,0,3306597,yes,1.000000
1,ACGEN,315.000000,315.334000,0,420,0,3306597,yes,1.000000
