"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
79,TEURO,315.000000,315.000000,0,345,0,3306597,no,1.000000
78,SYUND,315.000000,666.040000,0,771,0,3306597,yes,1.000000
77,PYRAX,315.000000,608.044000,0,733,0,3306597,yes,1.000000
76,PEAPI,315.000000,532.692000,0,695,0,3306597,yes,1.000000
75,OEURA,315.000000,315.237000,0,341,0,3306597,yes,1.000000
74,NEPER,315.000000,315.154000,0,390,0,3306597,yes,1.000000
73,MIMIL,315.000000,315.006000,0,393,0,3306597,yes,1.000000
72,MIMIG,315.000000,402.831000,0,555,0,3306597,yes,1.000000
71,LUARB,315.000000,555.717000,0,696,0,3306597,yes,1.000000
70,LACOL,315.000000,378.207000,0,455,0,3306597,yes,1.000000
69,HIPEN,315.000000,314.968000,0,396,0,3306597,no,0.999898
68,HIFAS,315.000000,315.353000,0,370,0,3306597,yes,1.000000
67,GYFUL,315.000000,499.816000,0,610,0,3306597,yes,1.000000
66,GYBAR,315.000000,374.753000,0,456,0,3306597,yes,1.000000
65,GATHE,315.000000,374.680000,0,466,0,3306597,yes,1.000000
64,FAPER,315.000000,508.847000,0,661,0,3306597,yes,1.000000
63,EMHOR,315.000000,348.909000,0,417,0,3306597,yes,1.000000
62,DRMAR,315.000000,506.969000,0,608,0,3306597,yes,1.000000
61,CIGAL,315.000000,315.041000,0,435,0,3306597,yes,1.000000
60,CAEUR,315.000000,338.529000,0,471,0,3306597,yes,1.000000
59,BUBUB,315.000000,315.236000,0,420,0,3306597,yes,1.000000
58,AQCHR,315.000000,483.250000,0,602,0,3306597,yes,1.000000
57,ANCAM,315.000000,388.412000,0,478,0,3306597,yes,1.000000
56,TUPHI,315.000000,594.135000,0,705,0,3306597,yes,1.000000
55,TUMER,315.000000,1810.777000,0,2041,0,3306597,yes,1.000000
54,TRTRO,315.000000,1230.276000,0,1487,0,3306597,yes,1.000000
53,SYMEL,315.000000,1037.215000,0,1218,0,3306597,yes,1.000000
52,SYHOR,315.000000,352.341000,0,450,0,3306597,yes,1.000000
51,SYCOM,315.000000,327.341000,0,434,0,3306597,yes,1.000000
50,SYCAN,315.000000,375.745000,0,499,0,3306597,yes,1.000000
49,SYBOR,315.000000,315.454000,0,440,0,3306597,yes,1.000000
48,SYATR,315.000000,1134.140000,0,1353,0,3306597,yes,1.000000
47,STTUR,315.000000,695.623000,0,924,0,3306597,yes,1.000000
46,SIEUR,315.000000,482.909000,0,569,0,3306597,yes,1.000000
45,SESER,315.000000,1188.269000,0,1423,0,3306597,yes,1.000000
44,SATOR,315.000000,637.387000,0,871,0,3306597,yes,1.000000
43,REIGN,315.000000,890.415000,0,1064,0,3306597,yes,1.000000
42,PTRUP,315.000000,447.195000,0,594,0,3306597,yes,1.000000
41,PHOCH,315.000000,827.844000,0,983,0,3306597,yes,1.000000
40,PHITA,315.000000,737.840000,0,886,0,3306597,yes,1.000000
39,PHBON,315.000000,692.967000,0,862,0,3306597,yes,1.000000
38,PEPET,315.000000,367.832000,0,452,0,3306597,yes,1.000000
37,PAMAJ,315.000000,1334.393000,0,1566,0,3306597,yes,1.000000
36,PACRI,315.000000,1127.519000,0,1299,0,3306597,yes,1.000000
35,PACAE,315.000000,1021.561000,0,1250,0,3306597,yes,1.000000
34,PAATE,315.000000,1047.171000,0,1198,0,3306597,yes,1.000000
33,ORORI,315.000000,404.039000,0,569,0,3306597,yes,1.000000
32,OEHIS,315.000000,579.847000,0,669,0,3306597,yes,1.000000
31,MUSTR,315.000000,341.478000,0,465,0,3306597,yes,1.000000
30,MOSOL,315.000000,560.530000,0,668,0,3306597,yes,1.000000
29,MOSAX,315.000000,314.977000,0,384,0,3306597,no,0.999927
28,MOCIN,315.000000,314.951000,0,433,0,3306597,no,0.999844
27,MOALB,315.000000,490.374000,0,623,0,3306597,yes,1.000000
26,MEAPI,315.000000,615.147000,0,760,0,3306597,yes,1.000000
25,LUMEG,315.000000,847.940000,0,1049,0,3306597,yes,1.000000
24,LOCUR,315.000000,487.631000,0,577,0,3306597,yes,1.000000
23,LASEN,315.000000,569.489000,0,688,0,3306597,yes,1.000000
22,JYTOR,315.000000,315.164000,0,430,0,3306597,yes,1.000000
21,HIDAU,315.000000,315.263000,0,383,0,3306597,yes,1.000000
20,GAGLA,315.000000,1240.639000,0,1491,0,3306597,yes,1.000000
19,FRCOE,315.000000,1557.809000,0,1714,0,3306597,yes,1.000000
18,ERRUB,315.000000,1623.505000,0,1822,0,3306597,yes,1.000000
17,EMCIR,315.000000,1067.481000,0,1271,0,3306597,yes,1.000000
16,EMCIA,315.000000,730.892000,0,857,0,3306597,yes,1.000000
15,DEURB,315.000000,315.166000,0,463,0,3306597,yes,1.000000
14,DEMAJ,315.000000,764.001000,0,893,0,3306597,yes,1.000000
13,CORAX,315.000000,415.146000,0,579,0,3306597,yes,1.000000
12,COPAL,315.000000,1208.748000,0,1473,0,3306597,yes,1.000000
11,COOEN,315.000000,352.325000,0,472,0,3306597,yes,1.000000
10,CEBRA,315.000000,769.948000,0,960,0,3306597,yes,1.000000
9,CAINA,315.000000,852.140000,0,1042,0,3306597,yes,1.000000
8,CACAR,315.000000,1229.809000,0,1481,0,3306597,yes,1.000000
7,BUBUT,315.000000,315.022000,0,464,0,3306597,yes,1.000000
6,APMEL,315.000000,336.984000,0,469,0,3306597,yes,1.000000
5,ANTRI,315.000000,563.425000,0,702,0,3306597,yes,1.000000
4,ALRUF,315.000000,521.240000,0,649,0,3306597,yes,1.000000
3,AECAU,315.000000,647.068000,0,798,0,3306597,yes,1.000000
2,ACNIS,315.000000,315.413000,0,454,0,3306597,yes,1.000000
1,ACGEN,315.000000,315.033000,0,418,0,3306597,yes,1.000000
