"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
79,TEURO,315.000000,315.163000,0,347,0,3306597,yes,1.000000
78,SYUND,315.000000,651.775000,0,755,0,3306597,yes,1.000000
77,PYRAX,315.000000,653.862000,0,788,0,3306597,yes,1.000000
76,PEAPI,315.000000,548.193000,0,716,0,3306597,yes,1.000000
75,OEURA,315.000000,315.017000,0,341,0,3306597,yes,1.000000
74,NEPER,315.000000,314.918000,0,395,0,3306597,no,0.999740
73,MIMIL,315.000000,315.013000,0,394,0,3306597,yes,1.000000
72,MIMIG,315.000000,358.729000,0,499,0,3306597,yes,1.000000
71,LUARB,315.000000,535.062000,0,671,0,3306597,yes,1.000000
70,LACOL,315.000000,349.173000,0,423,0,3306597,yes,1.000000
69,HIPEN,315.000000,315.274000,0,394,0,3306597,yes,1.000000
68,HIFAS,315.000000,315.019000,0,367,0,3306597,yes,1.000000
67,GYFUL,315.000000,532.830000,0,652,0,3306597,yes,1.000000
66,GYBAR,315.000000,388.211000,0,472,0,3306597,yes,1.000000
65,GATHE,315.000000,372.468000,0,463,0,3306597,yes,1.000000
64,FAPER,315.000000,526.398000,0,685,0,3306597,yes,1.000000
63,EMHOR,315.000000,367.388000,0,444,0,3306597,yes,1.000000
62,DRMAR,315.000000,506.321000,0,611,0,3306597,yes,1.000000
61,CIGAL,315.000000,315.084000,0,435,0,3306597,yes,1.000000
60,CAEUR,315.000000,348.319000,0,484,0,3306597,yes,1.000000
59,BUBUB,315.000000,315.007000,0,419,0,3306597,yes,1.000000
58,AQCHR,315.000000,489.942000,0,615,0,3306597,yes,1.000000
57,ANCAM,315.000000,378.579000,0,466,0,3306597,yes,1.000000
56,TUPHI,315.000000,616.787000,0,735,0,3306597,yes,1.000000
55,TUMER,315.000000,1804.647000,0,2035,0,3306597,yes,1.000000
54,TRTRO,315.000000,1244.990000,0,1499,0,3306597,yes,1.000000
53,SYMEL,315.000000,990.748000,0,1157,0,3306597,yes,1.000000
52,SYHOR,315.000000,339.010000,0,436,0,3306597,yes,1.000000
51,SYCOM,315.000000,323.229000,0,433,0,3306597,yes,1.000000
50,SYCAN,315.000000,366.282000,0,488,0,3306597,yes,1.000000
49,SYBOR,315.000000,315.009000,0,439,0,3306597,yes,1.000000
48,SYATR,315.000000,1134.390000,0,1354,0,3306597,yes,1.000000
47,STTUR,315.000000,704.257000,0,933,0,3306597,yes,1.000000
46,SIEUR,315.000000,515.443000,0,606,0,3306597,yes,1.000000
45,SESER,315.000000,1201.602000,0,1443,0,3306597,yes,1.000000
44,SATOR,315.000000,647.071000,0,888,0,3306597,yes,1.000000
43,REIGN,315.000000,927.884000,0,1105,0,3306597,yes,1.000000
42,PTRUP,315.000000,419.226000,0,558,0,3306597,yes,1.000000
41,PHOCH,315.000000,798.163000,0,938,0,3306597,yes,1.000000
40,PHITA,315.000000,747.986000,0,899,0,3306597,yes,1.000000
39,PHBON,315.000000,704.922000,0,876,0,3306597,yes,1.000000
38,PEPET,315.000000,399.363000,0,488,0,3306597,yes,1.000000
37,PAMAJ,315.000000,1342.847000,0,1577,0,3306597,yes,1.000000
36,PACRI,315.000000,1165.566000,0,1344,0,3306597,yes,1.000000
35,PACAE,315.000000,1024.877000,0,1254,0,3306597,yes,1.000000
34,PAATE,315.000000,1086.954000,0,1243,0,3306597,yes,1.000000
33,ORORI,315.000000,409.151000,0,581,0,3306597,yes,1.000000
32,OEHIS,315.000000,562.173000,0,647,0,3306597,yes,1.000000
31,MUSTR,315.000000,346.829000,0,469,0,3306597,yes,1.000000
30,MOSOL,315.000000,557.511000,0,665,0,3306597,yes,1.000000
29,MOSAX,315.000000,314.994000,0,384,0,3306597,no,0.999981
28,MOCIN,315.000000,317.890000,0,437,0,3306597,yes,1.000000
27,MOALB,315.000000,466.534000,0,594,0,3306597,yes,1.000000
26,MEAPI,315.000000,581.048000,0,716,0,3306597,yes,1.000000
25,LUMEG,315.000000,847.223000,0,1047,0,3306597,yes,1.000000
24,LOCUR,315.000000,507.225000,0,601,0,3306597,yes,1.000000
23,LASEN,315.000000,553.015000,0,668,0,3306597,yes,1.000000
22,JYTOR,315.000000,315.010000,0,428,0,3306597,yes,1.000000
21,HIDAU,315.000000,315.281000,0,383,0,3306597,yes,1.000000
20,GAGLA,315.000000,1256.082000,0,1512,0,3306597,yes,1.000000
19,FRCOE,315.000000,1559.565000,0,1718,0,3306597,yes,1.000000
18,ERRUB,315.000000,1639.532000,0,1836,0,3306597,yes,1.000000
17,EMCIR,315.000000,1049.533000,0,1251,0,3306597,yes,1.000000
16,EMCIA,315.000000,714.743000,0,834,0,3306597,yes,1.000000
15,DEURB,315.000000,315.177000,0,462,0,3306597,yes,1.000000
14,DEMAJ,315.000000,752.946000,0,878,0,3306597,yes,1.000000
13,CORAX,315.000000,401.138000,0,561,0,3306597,yes,1.000000
12,COPAL,315.000000,1203.297000,0,1472,0,3306597,yes,1.000000
11,COOEN,315.000000,351.269000,0,471,0,3306597,yes,1.000000
10,CEBRA,315.000000,822.343000,0,1027,0,3306597,yes,1.000000
9,CAINA,315.000000,832.738000,0,1016,0,3306597,yes,1.000000
8,CACAR,315.000000,1208.757000,0,1450,0,3306597,yes,1.000000
7,BUBUT,315.000000,315.079000,0,473,0,3306597,yes,1.000000
6,APMEL,315.000000,323.472000,0,446,0,3306597,yes,1.000000
5,ANTRI,315.000000,569.748000,0,712,0,3306597,yes,1.000000
4,ALRUF,315.000000,498.543000,0,622,0,3306597,yes,1.000000
3,AECAU,315.000000,676.259000,0,839,0,3306597,yes,1.000000
2,ACNIS,315.000000,315.083000,0,456,0,3306597,yes,1.000000
1,ACGEN,315.000000,315.294000,0,419,0,3306597,yes,1.000000
