"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
79,TEURO,315.000000,314.976000,0,347,0,3306597,no,0.999924
78,SYUND,315.000000,673.615000,0,780,0,3306597,yes,1.000000
77,PYRAX,315.000000,625.761000,0,756,0,3306597,yes,1.000000
76,PEAPI,315.000000,515.987000,0,671,0,3306597,yes,1.000000
75,OEURA,315.000000,314.999000,0,338,0,3306597,no,0.999997
74,NEPER,315.000000,314.997000,0,392,0,3306597,no,0.999990
73,MIMIL,315.000000,315.130000,0,389,0,3306597,yes,1.000000
72,MIMIG,315.000000,397.433000,0,549,0,3306597,yes,1.000000
71,LUARB,315.000000,566.116000,0,707,0,3306597,yes,1.000000
70,LACOL,315.000000,338.419000,0,406,0,3306597,yes,1.000000
69,HIPEN,315.000000,315.310000,0,399,0,3306597,yes,1.000000
68,HIFAS,315.000000,315.190000,0,369,0,3306597,yes,1.000000
67,GYFUL,315.000000,508.135000,0,622,0,3306597,yes,1.000000
66,GYBAR,315.000000,358.370000,0,437,0,3306597,yes,1.000000
65,GATHE,315.000000,398.744000,0,492,0,3306597,yes,1.000000
64,FAPER,315.000000,484.021000,0,628,0,3306597,yes,1.000000
63,EMHOR,315.000000,384.432000,0,463,0,3306597,yes,1.000000
62,DRMAR,315.000000,494.680000,0,592,0,3306597,yes,1.000000
61,CIGAL,315.000000,315.292000,0,435,0,3306597,yes,1.000000
60,CAEUR,315.000000,356.478000,0,493,0,3306597,yes,1.000000
59,BUBUB,315.000000,315.381000,0,417,0,3306597,yes,1.000000
58,AQCHR,315.000000,483.021000,0,605,0,3306597,yes,1.000000
57,ANCAM,315.000000,387.728000,0,475,0,3306597,yes,1.000000
56,TUPHI,315.000000,586.325000,0,697,0,3306597,yes,1.000000
55,TUMER,315.000000,1810.238000,0,2041,0,3306597,yes,1.000000
54,TRTRO,315.000000,1214.640000,0,1468,0,3306597,yes,1.000000
53,SYMEL,315.000000,1045.704000,0,1223,0,3306597,yes,1.000000
52,SYHOR,315.000000,341.681000,0,435,0,3306597,yes,1.000000
51,SYCOM,315.000000,344.694000,0,457,0,3306597,yes,1.000000
50,SYCAN,315.000000,372.112000,0,495,0,3306597,yes,1.000000
49,SYBOR,315.000000,315.037000,0,438,0,3306597,yes,1.000000
48,SYATR,315.000000,1153.268000,0,1377,0,3306597,yes,1.000000
47,STTUR,315.000000,730.781000,0,968,0,3306597,yes,1.000000
46,SIEUR,315.000000,499.159000,0,595,0,3306597,yes,1.000000
45,SESER,315.000000,1236.033000,0,1487,0,3306597,yes,1.000000
44,SATOR,315.000000,675.270000,0,921,0,3306597,yes,1.000000
43,REIGN,315.000000,874.772000,0,1044,0,3306597,yes,1.000000
42,PTRUP,315.000000,400.304000,0,533,0,3306597,yes,1.000000
41,PHOCH,315.000000,788.871000,0,928,0,3306597,yes,1.000000
40,PHITA,315.000000,715.321000,0,864,0,3306597,yes,1.000000
39,PHBON,315.000000,694.535000,0,864,0,3306597,yes,1.000000
38,PEPET,315.000000,414.919000,0,508,0,3306597,yes,1.000000
37,PAMAJ,315.000000,1363.603000,0,1602,0,3306597,yes,1.000000
