"Conservation Feature","Feature Name","Target","Amount Held","Occurrence Target ","Occurrences Held","Separation Target ","Separation Achieved","Target Met","MPM"
36,PACRI,315.000000,1131.001000,0,1309,0,3306597,yes,1.000000
35,PACAE,315.000000,1007.692000,0,1231,0,3306597,yes,1.000000
34,PAATE,315.000000,1026.206000,0,1172,0,3306597,yes,1.000000
33,ORORI,315.000000,404.064000,0,570,0,3306597,yes,1.000000
32,OEHIS,315.000000,589.906000,0,682,0,3306597,yes,1.000000
31,MUSTR,315.000000,342.804000,0,460,0,3306597,yes,1.000000
30,MOSOL,315.000000,572.801000,0,680,0,3306597,yes,1.000000
29,MOSAX,315.000000,315.205000,0,385,0,3306597,yes,1.000000
28,MOCIN,315.000000,315.249000,0,435,0,3306597,yes,1.000000
27,MOALB,315.000000,492.021000,0,621,0,3306597,yes,1.000000
26,MEAPI,315.000000,641.231000,0,793,0,3306597,yes,1.000000
25,LUMEG,315.000000,908.208000,0,1124,0,3306597,yes,1.000000
24,LOCUR,315.000000,496.292000,0,585,0,3306597,yes,1.000000
23,LASEN,315.000000,587.766000,0,710,0,3306597,yes,1.000000
22,JYTOR,315.000000,315.082000,0,426,0,3306597,yes,1.000000
21,HIDAU,315.000000,315.098000,0,382,0,3306597,yes,1.000000
20,GAGLA,315.000000,1251.319000,0,1506,0,3306597,yes,1.000000
19,FRCOE,315.000000,1530.238000,0,1688,0,3306597,yes,1.000000
18,ERRUB,315.000000,1602.535000,0,1796,0,3306597,yes,1.000000
17,EMCIR,315.000000,1082.223000,0,1287,0,3306597,yes,1.000000
16,EMCIA,315.000000,713.218000,0,835,0,3306597,yes,1.000000
15,DEURB,315.000000,315.061000,0,460,0,3306597,yes,1.000000
14,DEMAJ,315.000000,734.175000,0,854,0,3306597,yes,1.000000
13,CORAX,315.000000,416.997000,0,584,0,3306597,yes,1.000000
12,COPAL,315.000000,1205.065000,0,1467,0,3306597,yes,1.000000
11,COOEN,315.000000,360.288000,0,485,0,3306597,yes,1.000000
10,CEBRA,315.000000,782.878000,0,980,0,3306597,yes,1.000000
9,CAINA,315.000000,845.543000,0,1032,0,3306597,yes,1.000000
8,CACAR,315.000000,1255.816000,0,1511,0,3306597,yes,1.000000
7,BUBUT,315.000000,315.072000,0,468,0,3306597,yes,1.000000
6,APMEL,315.000000,321.270000,0,446,0,3306597,yes,1.000000
5,ANTRI,315.000000,566.888000,0,707,0,3306597,yes,1.000000
4,ALRUF,315.000000,541.460000,0,669,0,3306597,yes,1.000000
3,AECAU,315.000000,639.453000,0,787,0,3306597,yes,1.000000
2,ACNIS,315.000000,314.951000,0,453,0,3306597,no,0.999844
1,ACGEN,315.000000,315.549000,0,420,0,3306597,yes,1.000000
