con_data,metric,total,min,max,min_threshold,max_threshold,target,total_metric,avg_per_pu
0,bc,1425.0000000000005,0.0,37.45914512044543,0.0,37.45914512044543,0,400.0444137152762,17.393235378925052
1,bc,17552.0,0.0,134.73180429358308,0.0,134.73180429358308,0,6485.524226098114,77.20862173926326
2,bc,1827.9999999999998,0.0,39.97368343110502,0.0,39.97368343110502,0,575.3358638430612,22.128302455502357
3,bc,17816.0,0.0,129.14482091885162,0.0,129.14482091885162,0,6508.303260403363,77.47980071908766
4,bc,17755.0,0.0,117.36506017279625,0.0,117.36506017279625,0,6522.688064624604,77.65104838838813
5,bc,827.9999999999999,0.0,34.88857253857255,0.0,34.88857253857255,0,127.45810227354343,12.745810227354344
6,bc,4584.0,0.0,65.93428284239948,0.0,65.93428284239948,0,1455.4211141995288,33.07775259544383
7,bc,15619.0,0.0,126.31016296968201,0.0,126.31016296968201,0,5863.886478973159,69.80817236872808
8,bc,27261.999999999996,0.0,152.6858578303093,0.0,152.6858578303093,0,8444.952192575172,100.53514514970443
9,bc,12713.0,0.0,107.49706464338858,0.0,107.49706464338858,0,4849.337582585627,71.3137879792004
10,bc,21621.0,0.0,132.78371679388812,0.0,132.78371679388812,0,7555.580168370461,89.9473829567912
11,bc,18353.0,0.0,128.5771168249572,0.0,128.5771168249572,0,6670.1275382483245,79.40628021724196
12,bc,16699.0,0.0,128.6906187378462,0.0,128.6906187378462,0,6256.06278363809,74.47693790045345
13,bc,15848.0,0.0,119.62811535057416,0.0,119.62811535057416,0,6003.216566890472,71.46686389155323
14,bc,15978.999999999998,0.0,109.13527135566602,0.0,109.13527135566602,0,5953.082365114122,70.8700281561205
