con_data,metric,total,min,max,min_threshold,max_threshold,target,total_metric,avg_per_pu
0,ec,6865601.0777443005,139.54504701316918,187489.0,139.54504701316918,187489.0,0,4006813.8654710334,4886.35837252565
1,ec,38137988.256363675,62.81024730055203,207935.0,62.81024730055203,207935.0,0,20076056.98127857,2186.9343116861187
2,ec,6195812.6219164785,110.60846195957645,165649.0,110.60846195957645,165649.0,0,416129.71919104544,11559.158866417929
3,ec,38327498.56778526,41.33460348979441,187488.0,41.33460348979441,187488.0,0,19571094.250695363,2011.4177030519386
4,ec,27205324.985712495,13.548936647590367,199362.0,13.548936647590367,199362.0,0,7177135.9759615045,2807.956172128914
5,ec,3264420.792092014,110.57577593311191,114271.28426687082,110.57577593311191,114271.28426687082,0,158978.8672213526,7570.422248635838
6,ec,12564451.330968011,46.21805520088997,179775.0,46.21805520088997,179775.0,0,8542133.739877455,2636.461030826375
7,ec,35415050.009602815,114.86834334096699,184470.0,114.86834334096699,184470.0,0,6439734.060230908,3096.025990495629
8,ec,64194453.96990207,26.1395747986201,165649.0,26.1395747986201,165649.0,0,56753069.5921439,1685.5678524545262
9,ec,33883277.06434451,17.184417469732345,220900.0,17.184417469732345,220900.0,0,15038483.708375078,2071.4164887568977
10,ec,41819676.95937077,7.128246657520934,241572.0,7.128246657520934,241572.0,0,8438197.1164742,2883.8677773322624
11,ec,33664758.85388893,6.0048405622096315,223256.0,6.0048405622096315,223256.0,0,16842661.82173509,2809.4515132168626
12,ec,38063878.27026491,91.6668795099504,169743.0,91.6668795099504,169743.0,0,19408163.231161073,2504.2791266014287
13,ec,39454283.64787114,53.287816186578745,227528.0,53.287816186578745,227528.0,0,23774886.685845703,2374.876304649456
14,ec,42002860.4896581,0.15000000000000002,204756.0,0.15000000000000002,204756.0,0,29301004.51486879,1992.4523673921385
