feature,pu1,pu2,value
stellar_sea_lion_haulout,105110.0,78131.0,1
stellar_sea_lion_haulout,105110.0,8415.0,1
stellar_sea_lion_haulout,105110.0,1296.0,1
stellar_sea_lion_haulout,105110.0,44873.0,1
coral,14027.0,63283.0,1
coral,63283.0,21975.0,1
coral,9761.0,87335.0,1
coral,87335.0,21975.0,1
coral,65170.0,32070.0,1
coral,32070.0,38129.0,1
coral,73493.0,53858.0,1
coral,53858.0,99667.0,1
coral,115292.0,32070.0,1
coral,83017.0,102116.0,1
coral,102116.0,59600.0,1
coral,58200.0,86741.0,1
coral,86741.0,52433.0,1
coral,91856.0,67801.0,1
coral,91856.0,27183.0,1
coral,67801.0,73142.0,1
coral,27183.0,73142.0,1
coral,146.0,87432.0,1
coral,87432.0,86741.0,1
coral,113483.0,87432.0,1
coral,43036.0,19028.0,1
coral,43036.0,40504.0,1
coral,19028.0,50983.0,1
coral,40504.0,50983.0,1
coral,45878.0,78802.0,1
coral,78802.0,94908.0,1
coral,78802.0,4385.0,1
coral,41990.0,78802.0,1
coral,113949.0,87541.0,1
coral,87541.0,78802.0,1
coral,33538.0,13259.0,1
coral,13259.0,30474.0,1
coral,97833.0,88222.0,1
coral,88222.0,72685.0,1
coral,54187.0,42698.0,1
coral,54187.0,107903.0,1
coral,42698.0,36284.0,1
coral,107903.0,36284.0,1
coral,85806.0,4613.0,1
coral,4613.0,56534.0,1
coral,79967.0,15443.0,1
coral,15443.0,118841.0,1
coral,40115.0,56864.0,1
coral,56864.0,18039.0,1
coral,23070.0,56864.0,1
coral,63336.0,95988.0,1
coral,95988.0,40580.0,1
coral,17208.0,63336.0,1
coral,13482.0,17208.0,1
coral,69757.0,17208.0,1
coral,31882.0,13482.0,1
coral,31882.0,69757.0,1
coral,82111.0,63283.0,1
coral,47364.0,87335.0,1
coral,83509.0,19483.0,1
coral,19483.0,37579.0,1
coral,112832.0,19483.0,1
coral,93040.0,65912.0,1
coral,93040.0,95303.0,1
coral,65912.0,54472.0,1
coral,95303.0,54472.0,1
coral,67964.0,65912.0,1
coral,67964.0,95303.0,1
coral,48329.0,111719.0,1
coral,111719.0,30899.0,1
coral,104603.0,26414.0,1
coral,26414.0,65912.0,1
coral,26414.0,95303.0,1
coral,22797.0,26414.0,1
coral,110268.0,103418.0,1
coral,103418.0,12671.0,1
coral,31825.0,80404.0,1
coral,80404.0,30899.0,1
coral,14338.0,79800.0,1
coral,79800.0,16112.0,1
coral,117730.0,14338.0,1
coral,104130.0,117730.0,1
coral,25641.0,117730.0,1
coral,3475.0,67447.0,1
coral,3475.0,72899.0,1
coral,67447.0,80404.0,1
coral,72899.0,80404.0,1
coral,37403.0,87085.0,1
coral,87085.0,104130.0,1
coral,82672.0,54702.0,1
coral,54702.0,5762.0,1
coral,17025.0,49460.0,1
coral,49460.0,107921.0,1
coral,38129.0,97986.0,1
coral,97986.0,17025.0,1
coral,51970.0,78055.0,1
coral,78055.0,66925.0,1
coral,58483.0,106344.0,1
coral,106344.0,78055.0,1
coral,68384.0,111297.0,1
coral,111297.0,8858.0,1
coral,59600.0,111297.0,1
coral,14918.0,65170.0,1
coral,73142.0,32070.0,1
coral,81825.0,27315.0,1
coral,27315.0,106344.0,1
coral,52809.0,59600.0,1
coral,29080.0,115640.0,1
coral,115640.0,73142.0,1
coral,98113.0,22501.0,1
coral,22501.0,14918.0,1
coral,77031.0,115640.0,1
coral,103736.0,115640.0,1
coral,6099.0,27315.0,1
coral,50367.0,52809.0,1
coral,114559.0,52809.0,1
coral,114693.0,67801.0,1
coral,114693.0,27183.0,1
coral,22633.0,6099.0,1
coral,87992.0,6099.0,1
coral,44706.0,78175.0,1
coral,78175.0,50366.0,1
coral,2178.0,58200.0,1
coral,103163.0,44706.0,1
coral,50489.0,44706.0,1
coral,59353.0,22501.0,1
coral,65270.0,22501.0,1
coral,21910.0,100377.0,1
coral,100377.0,103163.0,1
coral,100377.0,50489.0,1
coral,17956.0,112655.0,1
coral,17956.0,5240.0,1
coral,112655.0,25648.0,1
coral,5240.0,25648.0,1
coral,31301.0,112655.0,1
coral,31301.0,5240.0,1
coral,33036.0,25648.0,1
coral,25648.0,6099.0,1
coral,42581.0,103163.0,1
coral,42581.0,50489.0,1
coral,104714.0,103163.0,1
coral,104714.0,50489.0,1
coral,72567.0,112655.0,1
