feature,pu,value
19,87085,1
19,87335,1
19,87432,1
19,87451,1
19,87541,1
19,88975,1
19,87992,1
19,88222,1
19,89746,1
19,108183,1
19,90489,1
19,90949,1
19,92538,1
19,93040,1
19,93046,1
19,94908,1
19,95303,1
19,95453,1
19,95673,1
19,95881,1
19,95988,1
19,96403,1
19,96484,1
19,97425,1
19,97631,1
19,97642,1
19,97728,1
19,97833,1
19,97986,1
19,98113,1
19,99021,1
19,99667,1
19,100217,1
19,100377,1
19,101190,1
19,102116,1
19,102766,1
19,103017,1
19,103418,1
19,103163,1
19,104130,1
19,104202,1
19,104209,1
19,103749,1
19,103736,1
19,107903,1
19,107904,1
19,107921,1
19,104714,1
19,104331,1
19,104603,1
19,104721,1
19,105701,1
19,106344,1
19,107071,1
19,107135,1
19,107183,1
19,114089,1
19,114693,1
19,117730,1
19,108826,1
19,108921,1
19,109433,1
19,111546,1
19,111719,1
19,111740,1
19,111507,1
19,110268,1
19,111297,1
19,112805,1
19,112542,1
19,112655,1
19,112832,1
19,112982,1
19,112990,1
19,119282,1
19,113240,1
19,113258,1
19,113483,1
19,113708,1
19,113949,1
19,115640,1
19,114559,1
19,115292,1
19,117350,1
19,116382,1
19,116464,1
19,117562,1
19,118126,1
19,118151,1
19,118729,1
19,118841,1
19,118932,1
19,119328,1
19,120383,1
20,286.0,1
20,834.0,1
20,6843.0,1
20,9706.0,1
20,2888.0,1
20,2997.0,1
20,3224.0,1
20,19123.0,1
20,19154.0,1
20,28146.0,1
20,41288.0,1
20,50640.0,1
20,50754.0,1
20,71639.0,1
20,55727.0,1
20,56172.0,1
20,56173.0,1
20,58480.0,1
20,13853.0,1
20,9427.0,1
20,9437.0,1
20,14275.0,1
20,2360.0,1
20,7493.0,1
20,12042.0,1
20,13505.0,1
20,19842.0,1
20,19848.0,1
20,1084.0,1
20,1641.0,1
20,1694.0,1
20,2060.0,1
20,2259.0,1
20,2738.0,1
20,3660.0,1
20,4047.0,1
20,4755.0,1
20,5372.0,1
20,5724.0,1
20,6093.0,1
20,6917.0,1
20,7290.0,1
20,7310.0,1
20,7313.0,1
20,8440.0,1
20,8474.0,1
20,7617.0,1
20,7974.0,1
20,8205.0,1
20,8338.0,1
20,8584.0,1
20,8960.0,1
20,10587.0,1
20,10590.0,1
20,13374.0,1
20,10339.0,1
20,10341.0,1
20,10352.0,1
20,10983.0,1
20,12441.0,1
20,12791.0,1
20,13012.0,1
20,13410.0,1
20,13747.0,1
20,15751.0,1
20,15958.0,1
20,15976.0,1
20,15610.0,1
20,15865.0,1
20,16653.0,1
20,16214.0,1
20,16994.0,1
20,18082.0,1
20,45150.0,1
20,46615.0,1
20,47004.0,1
20,22490.0,1
20,22183.0,1
20,27804.0,1
20,33141.0,1
20,52417.0,1
20,52464.0,1
20,57469.0,1
20,17723.0,1
20,17846.0,1
20,18301.0,1
20,18404.0,1
20,18498.0,1
20,40136.0,1
20,57289.0,1
20,20727.0,1
20,20818.0,1
20,22500.0,1
20,22350.0,1
20,23114.0,1
20,19628.0,1
20,20309.0,1
20,20350.0,1
20,20706.0,1
20,20856.0,1
20,20923.0,1
20,20978.0,1
20,21189.0,1
20,23461.0,1
20,23963.0,1
20,25330.0,1
20,25858.0,1
20,27171.0,1
20,27184.0,1
20,27288.0,1
20,26347.0,1
20,26699.0,1
20,26927.0,1
20,27511.0,1
20,28384.0,1
20,28547.0,1
20,25117.0,1
20,25492.0,1
20,28621.0,1
20,29849.0,1
20,30702.0,1
20,30578.0,1
20,34473.0,1
20,35227.0,1
20,36503.0,1
20,31036.0,1
20,31068.0,1
20,31549.0,1
20,32156.0,1
20,32373.0,1
20,32686.0,1
20,33293.0,1
20,33507.0,1
20,33508.0,1
20,33650.0,1
20,33656.0,1
20,34613.0,1
20,33909.0,1
20,33986.0,1
20,34214.0,1
20,34271.0,1
20,34997.0,1
20,34998.0,1
20,35336.0,1
20,54927.0,1
20,35664.0,1
20,35707.0,1
20,35796.0,1
20,36051.0,1
20,36748.0,1
20,36875.0,1
20,37134.0,1
20,38110.0,1
20,37611.0,1
20,37635.0,1
20,37642.0,1
20,37743.0,1
20,37882.0,1
20,38225.0,1
20,39456.0,1
20,71062.0,1
20,38339.0,1
20,38707.0,1
20,38924.0,1
20,40605.0,1
20,39533.0,1
20,39771.0,1
20,41069.0,1
20,41435.0,1
20,44326.0,1
20,44453.0,1
20,42192.0,1
20,42194.0,1
20,42458.0,1
20,46848.0,1
20,45524.0,1
20,48010.0,1
20,47443.0,1
20,47658.0,1
20,54546.0,1
20,54688.0,1
20,48257.0,1
20,48284.0,1
20,49220.0,1
20,49541.0,1
20,49756.0,1
20,50001.0,1
20,50131.0,1
20,58787.0,1
20,63767.0,1
20,52679.0,1
20,55123.0,1
20,54897.0,1
20,53386.0,1
20,53713.0,1
20,54091.0,1
20,54180.0,1
20,54187.0,1
20,55258.0,1
20,55390.0,1
20,69900.0,1
20,55636.0,1
20,58996.0,1
20,56525.0,1
20,56690.0,1
20,56905.0,1
20,66402.0,1
20,66404.0,1
20,57593.0,1
20,59226.0,1
20,59350.0,1
20,57711.0,1
20,58587.0,1
20,58990.0,1
20,59704.0,1
20,59836.0,1
20,60188.0,1
20,60477.0,1
20,60515.0,1
20,81119.0,1
20,61826.0,1
20,61914.0,1
20,62537.0,1
20,63509.0,1
20,62753.0,1
20,63369.0,1
20,63383.0,1
20,63608.0,1
20,64491.0,1
20,64914.0,1
20,64933.0,1
20,65253.0,1
20,65368.0,1
20,66740.0,1
20,67014.0,1
20,65514.0,1
20,65939.0,1
20,75525.0,1
20,67785.0,1
20,67786.0,1
20,67897.0,1
20,67918.0,1
20,68721.0,1
20,70480.0,1
20,70276.0,1
20,70397.0,1
20,69045.0,1
20,69296.0,1
20,70849.0,1
20,72462.0,1
20,71406.0,1
20,71759.0,1
20,71857.0,1
20,73857.0,1
20,71946.0,1
20,72002.0,1
20,72659.0,1
20,73100.0,1
20,73136.0,1
20,73243.0,1
20,73980.0,1
20,74242.0,1
20,74371.0,1
20,74612.0,1
20,74829.0,1
20,75316.0,1
20,75689.0,1
20,91847.0,1
20,91848.0,1
20,76387.0,1
20,76639.0,1
20,77005.0,1
20,77496.0,1
20,77593.0,1
20,77619.0,1
20,77947.0,1
20,78171.0,1
20,78178.0,1
20,78655.0,1
20,78781.0,1
20,105269.0,1
20,105289.0,1
20,79964.0,1
20,79058.0,1
20,79238.0,1
20,82170.0,1
20,82307.0,1
20,82336.0,1
20,81219.0,1
20,81249.0,1
20,81256.0,1
20,81704.0,1
20,81811.0,1
20,81824.0,1
20,82446.0,1
20,91530.0,1
20,93090.0,1
20,105566.0,1
20,92456.0,1
20,96061.0,1
20,105480.0,1
20,105481.0,1
20,111304.0,1
20,112656.0,1
20,115936.0,1
20,115958.0,1
20,84522.0,1
20,83686.0,1
20,83932.0,1
20,86165.0,1
20,86520.0,1
20,86606.0,1
20,84812.0,1
20,85005.0,1
20,93817.0,1
20,85834.0,1
20,85835.0,1
20,85839.0,1
20,86042.0,1
20,99171.0,1
20,100977.0,1
20,102438.0,1
20,88922.0,1
20,91385.0,1
20,88366.0,1
20,88465.0,1
20,88540.0,1
20,89034.0,1
20,89592.0,1
20,90846.0,1
20,92876.0,1
20,108133.0,1
20,117016.0,1
20,90452.0,1
20,90556.0,1
20,91374.0,1
20,93238.0,1
20,94691.0,1
20,97264.0,1
20,97266.0,1
20,98829.0,1
20,94218.0,1
20,94332.0,1
20,94926.0,1
20,95498.0,1
20,96703.0,1
20,96724.0,1
20,97409.0,1
20,97964.0,1
20,98930.0,1
20,99277.0,1
20,100255.0,1
20,100267.0,1
20,100363.0,1
20,100641.0,1
20,100826.0,1
20,101422.0,1
20,101513.0,1
20,101074.0,1
20,101085.0,1
20,105402.0,1
20,104236.0,1
20,105820.0,1
20,104009.0,1
20,104721.0,1
20,105993.0,1
20,105994.0,1
20,106187.0,1
20,106532.0,1
20,108047.0,1
20,114698.0,1
20,108248.0,1
20,107332.0,1
20,107445.0,1
20,108702.0,1
20,108838.0,1
20,109573.0,1
20,109447.0,1
20,110442.0,1
20,111670.0,1
20,110229.0,1
20,111889.0,1
20,111978.0,1
20,111996.0,1
20,112438.0,1
20,115613.0,1
20,115007.0,1
20,115289.0,1
20,115291.0,1
20,115311.0,1
20,115719.0,1
20,115734.0,1
20,115920.0,1
20,116633.0,1
20,117676.0,1
20,118744.0,1
20,118970.0,1
20,119199.0,1
20,119749.0,1
20,120059.0,1
20,120068.0,1
20,120387.0,1
