id,cost,status,xloc,yloc,pu_val
577,1,0,145.017453511393,-13.7868980694202,0
578,1,0,145.152780109003,-13.7907424510518,0
579,1,0,145.288113463227,-13.7944709180897,0
580,1,0,145.42345336769898,-13.7980834620904,0
581,1,0,143.736644613679,-13.629799745987404,0
582,1,0,143.87179462686,-13.6347411520976,0
583,1,0,144.00695333402,-13.6395668231406,0
584,1,0,144.142120529922,-13.644276748215,0
585,1,0,144.277296009253,-13.6488709166794,0
586,1,0,144.412479566623,-13.6533493181531,0
587,1,0,144.547670996571,-13.6577119425157,0
588,1,0,144.682870093561,-13.6619587799073,0
589,1,0,144.81807665198798,-13.6660898207286,0
590,1,0,144.953290466178,-13.670105055641198,0
591,1,0,145.088511330394,-13.6740044755674,0
592,1,0,145.223739038829,-13.6777880716906,0
593,1,0,145.35897338561898,-13.6814558354553,0
594,1,0,143.67353460918198,-13.5124891122013,0
595,1,0,143.80857824552496,-13.5174846507675,0
596,1,0,143.94363065852102,-13.522364545959102,0
597,1,0,144.078691643437,-13.5271287867687,0
598,1,0,144.213760995461,-13.5317773624483,0
599,1,0,144.348838509706,-13.5363102625095,0
600,1,0,144.483923981208,-13.540727476724,0
601,1,0,144.619017204933,-13.5450289951233,0
602,1,0,144.754117975774,-13.5492148079989,0
603,1,0,144.889226088557,-13.5532849059024,0
604,1,0,145.024341338041,-13.5572392796458,0
605,1,0,145.159463518917,-13.5610779203014,0
606,1,0,145.294592425817,-13.564800819201698,0
607,1,0,143.745459362029,-13.4002017532219,0
608,1,0,143.88040560288,-13.405135788864,0
609,1,0,144.015360498405,-13.4099542616308,0
610,1,0,144.150323844294,-13.414657160668002,0
611,1,0,144.285295436157,-13.4192444753805,0
612,1,0,144.420275069533,-13.4237161954323,0
613,1,0,144.55526253988302,-13.4280723107469,0
614,1,0,144.6902576426,-13.432312811507002,0
615,1,0,144.825260173006,-13.436437688155,0
616,1,0,144.960269926357,-13.4404469313928,0
617,1,0,145.095286697841,-13.4443405321821,0
618,1,0,145.230310282582,-13.4481184817446,0
619,1,0,143.682437771927,-13.2828925260367,0
620,1,0,143.817277962573,-13.2878806185858,0
621,1,0,143.952126890226,-13.292753239686403,0
622,1,0,144.08698435107402,-13.2975103783784,0
623,1,0,144.221850141228,-13.302152023960302,0
624,1,0,144.356724056723,-13.306678165989402,0
625,1,0,144.491605893518,-13.3110887942812,0
626,1,0,144.626495447504,-13.3153838989105,0
627,1,0,144.761392514499,-13.3195634702107,0
628,1,0,144.896296890251,-13.3236274987745,0
629,1,0,145.031208370446,-13.3275759754535,0
630,1,0,145.166126750701,-13.3314088913585,0
631,1,0,143.754247533578,-13.1705991017193,0
632,1,0,143.888990614797,-13.1755257876844,0
633,1,0,144.023742311624,-13.1803370824826,0
634,1,0,144.158502420666,-13.185032975306498,0
635,1,0,144.293270738454,-13.1896134556066,0
636,1,0,144.428047061445,-13.1940785130918,0
637,1,0,144.562831186024,-13.198428137729,0
638,1,0,144.697622908503,-13.2026623197434,0
639,1,0,144.832422025127,-13.2067810496186,0
640,1,0,144.967228332073,-13.2107843180969,0
641,1,0,145.10204162545202,-13.2146721161789,0
642,1,0,143.691314112371,-13.0532913047235,0
643,1,0,143.825951468519,-13.0582719722379,0
644,1,0,143.960597522266,-13.0631373397475,0
645,1,0,144.09525207071698,-13.0678873963394,0
646,1,0,144.229914910899,-13.0725221313586,0
647,1,0,144.36458583976298,-13.077041534407,0
648,1,0,144.499264654189,-13.0814455953445,0
649,1,0,144.633951150982,-13.0857343042885,0
650,1,0,144.768645126881,-13.0899076516142,0
651,1,0,144.903346378555,-13.0939656279549,0
652,1,0,145.038054702606,-13.0979082242018,0
