id,cost,status,xloc,yloc,pu_val
334,1,0,146.035959823087,-16.5704385782009,0
335,1,0,146.173839514235,-16.573408692265502,0
336,1,0,146.311724598209,-16.5762607153268,0
337,1,0,146.449614856537,-16.5789946406938,0
338,1,0,146.587510070696,-16.5816104619522,0
339,1,0,145.418777592961,-16.4408028017314,0
340,1,0,145.556524160621,-16.4443015752987,0
341,1,0,145.694277088852,-16.4476823809606,0
342,1,0,145.83203615993,-16.4509452108002,0
343,1,0,145.969801156074,-16.4540900571758,0
344,1,0,146.10757185944598,-16.4571169127216,0
345,1,0,146.245348052153,-16.4600257703476,0
346,1,0,146.38312951625,-16.4628166232397,0
347,1,0,146.520916033744,-16.4654894648596,0
348,1,0,146.658707386591,-16.4680442889453,0
349,1,0,145.353158606807,-16.3242001421551,0
350,1,0,145.490795929754,-16.3277551959685,0
351,1,0,145.628439707182,-16.3311923753673,0
352,1,0,145.766089721899,-16.334511672314502,0
353,1,0,145.903745756654,-16.337713079047806,0
354,1,0,146.04140759413798,-16.3407965880804,0
355,1,0,146.179075016989,-16.3437621922002,0
356,1,0,146.316747807789,-16.3466098844707,0
357,1,0,146.45442574907102,-16.3493396582304,0
358,1,0,146.592108623319,-16.3519515070935,0
359,1,0,145.425170380538,-16.211180693322,0
360,1,0,145.562705130416,-16.2146741588594,0
361,1,0,145.70024621155198,-16.2180498352377,0
362,1,0,145.837793407226,-16.2213077145749,0
363,1,0,145.975346500657,-16.2244477892633,0
364,1,0,146.11290527501,-16.2274700519696,0
365,1,0,146.25046951339598,-16.2303744956354,0
366,1,0,146.388038998872,-16.233161113476502,0
367,1,0,146.525613514449,-16.2358298989839,0
368,1,0,145.497073141594,-16.0981278017199,0
369,1,0,145.634505411873,-16.1015597700164,0
370,1,0,145.77194389071698,-16.1048740343668,0
371,1,0,145.90938836187598,-16.1080705870433,0
372,1,0,146.046838609039,-16.111149420592,0
373,1,0,146.184294415843,-16.114110527833,0
374,1,0,146.321755565872,-16.1169539018602,0
375,1,0,146.459221842658,-16.1196795360418,0
376,1,0,145.43154352429,-15.9815533740854,0
377,1,0,145.568867106373,-15.9850415469502,0
378,1,0,145.706196990583,-15.9884121088861,0
379,1,0,145.843532961194,-15.9916650520459,0
380,1,0,145.980874802421,-15.9948003688556,0
381,1,0,146.118222298426,-15.997818052014502,0
382,1,0,146.255575233315,-16.0007180944951,0
383,1,0,146.392933391146,-16.0035004895434,0
384,1,0,145.366116062603,-15.8649509459462,0
385,1,0,145.503331079093,-15.8684952361918,0
386,1,0,145.640552490805,-15.8719220084482,0
387,1,0,145.777780082537,-15.875231254749,0
388,1,0,145.915013639028,-15.878422967400804,0
389,1,0,146.052252944963,-15.8814971389826,0
390,1,0,146.189497784973,-15.884453762346098,0
391,1,0,146.326747943633,-15.8872928306159,0
392,1,0,145.30079054115802,-15.7483205871469,0
393,1,0,145.437897114599,-15.751920907748303,0
394,1,0,145.57501017589,-15.755403803222102,0
395,1,0,145.712129510355,-15.7587692654838,0
396,1,0,145.849254903255,-15.7620172867209,0
397,1,0,145.986386139799,-15.7651478593926,0
398,1,0,146.123523005135,-15.7681609762305,0
399,1,0,146.260665284363,-15.7710566302382,0
400,1,0,145.372564997979,-15.6353186314807,0
401,1,0,145.509569830868,-15.6388575632309,0
402,1,0,145.64658102962,-15.642279154435,0
403,1,0,145.78359838001998,-15.6455833971621,0
404,1,0,145.920621667795,-15.6487702837525,0
405,1,0,146.057650678615,-15.6518398068178,0
406,1,0,146.194685198098,-15.6547919592414,0
407,1,0,146.331725011809,-15.6576267341781,0
408,1,0,145.307334514849,-15.5186884771049,0
409,1,0,145.44423124129298,-15.5222833583518,0
410,1,0,145.581134425828,-15.5257609916414,1
411,1,0,145.71804385476102,-15.5291213689247,0
412,1,0,145.854959314336,-15.5323644824235,0
413,1,0,145.991880590743,-15.5354903246305,0
414,1,0,146.128807470119,-15.538498888309,0
415,1,0,146.26573973854602,-15.5413901664937,0
416,1,0,145.242205451342,-15.4020305141921,0
417,1,0,145.378994193238,-15.405681258317196,0
418,1,0,145.515789484994,-15.4092148469962,0
419,1,0,145.652591113434,-15.4126312720628,0
420,1,0,145.789398865324,-15.4159305256208,0
421,1,0,145.92621252736998,-15.4191126000444,0
422,1,0,146.063031886225,-15.4221774879778,0
423,1,0,146.19985672848802,-15.4251251823355,0
424,1,0,145.31385847329798,-15.2890513327147,0
425,1,0,145.450545993652,-15.2926407902476,0
426,1,0,145.587239942519,-15.2961131764852,1
427,1,0,145.723940107181,-15.2994684834137,1
428,1,0,145.860646274863,-15.302706703289402,0
429,1,0,145.997358232731,-15.3058278286378,0
430,1,0,146.134075767901,-15.3088318522541,0
431,1,0,145.248823868588,-15.1723936509876,0
432,1,0,145.385403738855,-15.1760388909994,0
433,1,0,145.521990129007,-15.1795671519558,1
434,1,0,145.658582826844,-15.182978425726304,0
435,1,0,145.795181620103,-15.186272704449598,0
436,1,0,145.931786296467,-15.1894499805331,0
437,1,0,146.06839664356198,-15.1925102466535,0
438,1,0,145.320362508172,-15.059409218711,0
439,1,0,145.45684146041,-15.0629932680939,0
440,1,0,145.593326811765,-15.0664604223376,1
441,1,0,145.729818350488,-15.0698106734637,0
442,1,0,145.866315864775,-15.0730440137623,0
443,1,0,146.002819142766,-15.0761604357917,0
444,1,0,145.255422089689,-14.9427518426981,0
445,1,0,145.391793724753,-14.9463915943748,0
446,1,0,145.528171849911,-14.9499145428822,1
447,1,0,145.664556253928,-14.9533206801258,1
448,1,0,145.800946725512,-14.9566099982786,0
449,1,0,145.937343053314,-14.9597824897813,0
450,1,0,145.05432462472,-14.8222547613382,1
451,1,0,145.190582272006,-14.8260668321333,1
452,1,0,145.326846710574,-14.8297622001301,0
453,1,0,145.463117729762,-14.833340856851,1
454,1,0,145.599395118846,-14.836802794085695,1
455,1,0,145.735678667046,-14.8401480038906,0
456,1,0,145.87196816352198,-14.8433764785896,0
457,1,0,146.008263397379,-14.8464882107737,0
458,1,0,144.989692362393,-14.7054867466773,1
459,1,0,145.125842844236,-14.7093542560463,0
460,1,0,145.262000206925,-14.713105154548302,1
461,1,0,145.398164240309,-14.716739433591002,1
462,1,0,145.534334734177,-14.7202570848489,0
463,1,0,145.670511478255,-14.7236581002627,0
464,1,0,145.806694262214,-14.7269424720396,0
465,1,0,145.942882875667,-14.7301101926536,0
466,1,0,143.973068851555,-14.5579695391215,0
467,1,0,144.653095031932,-14.580496075346696,0
468,1,0,144.78912390074302,-14.5846519485558,0
469,1,0,144.925160158604,-14.5886913209607,1
470,1,0,145.06120359600402,-14.592614183324402,0
471,1,0,145.197254003369,-14.5964205266749,0
472,1,0,145.333311171056,-14.600110342306197,0
473,1,0,145.469374889363,-14.6036836217779,0
474,1,0,145.60544494852502,-14.6071403569153,0
475,1,0,145.741521138721,-14.6104805398098,0
476,1,0,145.877603250071,-14.6137041628187,0
477,1,0,143.77351487671,-14.4358532785275,0
478,1,0,143.90938740099898,-14.44076247707,0
479,1,0,144.04526865447,-14.4455553284648,0
480,1,0,144.181158428565,-14.450231821775,0
481,1,0,144.588876787872,-14.4635630477954,0
482,1,0,144.724798557361,-14.4677740046867,0
483,1,0,144.860727803553,-14.4718685527757,0
484,1,0,144.996664317447,-14.4758466827129,1
485,1,0,145.132607889978,-14.4797083854135,0
486,1,0,145.268558312012,-14.483453652058,0
487,1,0,145.404515374356,-14.4870824740918,0
488,1,0,145.540478867752,-14.4905948432255,1
489,1,0,145.676448582884,-14.4939907514351,0
490,1,0,145.812424310379,-14.4972701909619,0
491,1,0,143.710039697323,-14.3185650923597,0
492,1,0,143.845804731494,-14.323528735627198,0
493,1,0,143.981578578991,-14.3283761243272,0
494,1,0,144.117361031771,-14.3331072474151,0
495,1,0,144.253151881711,-14.3377220941098,0
496,1,0,144.388950920611,-14.342220653894,0
497,1,0,144.524757940196,-14.3466029165141,0
498,1,0,144.66057273211598,-14.350868871980698,0
499,1,0,144.796395087951,-14.355018510568302,0
500,1,0,144.932224799209,-14.3590518228155,0
501,1,0,145.068061657334,-14.3629687995254,0
502,1,0,145.203905453699,-14.366769431765402,0
503,1,0,145.339755979617,-14.3704537108673,1
504,1,0,145.475613026337,-14.3740216284274,1
505,1,0,145.611476385048,-14.377473176307,1
506,1,0,145.74734584688,-14.3808083466318,0
507,1,0,143.646662966437,-14.201250378470002,0
508,1,0,143.78232063478,-14.206268381995402,0
509,1,0,143.917987200162,-14.2111702234519,0
510,1,0,144.053662455052,-14.2159558916875,0
511,1,0,144.18934619183796,-14.2206253758131,0
512,1,0,144.32503820283,-14.225178665202598,0
513,1,0,144.460738280263,-14.2296157494933,0
514,1,0,144.596446216297,-14.233936618585696,0
515,1,0,144.732161803019,-14.2381412626438,0
516,1,0,144.867884832446,-14.242229672095098,0
517,1,0,145.003615096527,-14.246201837630696,0
518,1,0,145.139352387143,-14.2500577502057,1
519,1,0,145.275096496112,-14.2537974010387,1
520,1,0,145.410847215187,-14.257420781612597,1
521,1,0,145.546604336062,-14.2609278836741,1
522,1,0,145.682367650371,-14.2643186992341,0
523,1,0,143.718934903109,-14.0889814832394,0
524,1,0,143.854494310154,-14.093937693061,0
525,1,0,143.990062490501,-14.0987778219716,0
526,1,0,144.125639237047,-14.1035018589747,0
527,1,0,144.261224342614,-14.1081097933359,1
528,1,0,144.396817599943,-14.1126016145839,1
529,1,0,144.532418801702,-14.116977312509697,1
530,1,0,144.668027740486,-14.121236877167304,1
531,1,0,144.803644208818,-14.1253802988735,0
532,1,0,144.93926799915198,-14.1294075682083,0
533,1,0,145.074898903876,-14.1333186760146,0
534,1,0,145.21053671531,-14.1371136133988,0
535,1,0,145.346181225713,-14.1407923717305,0
536,1,0,145.48183222728,-14.1443549426426,0
537,1,0,145.617489512148,-14.1478013180317,0
538,1,0,143.655647329247,-13.9716681062867,0
539,1,0,143.79109970165,-13.9766786002389,0
540,1,0,143.92656093072202,-13.9815731055087,0
541,1,0,144.062030809867,-13.986351610992598,0
542,1,0,144.19750913241396,-13.991014105848803,0
543,1,0,144.33299569161198,-13.9955605794976,0
544,1,0,144.46849028063698,-13.9999910216211,0
545,1,0,144.60399269258698,-14.0043054221638,0
546,1,0,144.739502720492,-14.0085037713325,0
547,1,0,144.87502015731198,-14.0125860595964,1
548,1,0,145.010544795935,-14.0165522776871,0
549,1,0,145.146076429188,-14.0204024165989,0
550,1,0,145.28161484983,-14.024136467588804,0
551,1,0,145.41715985055902,-14.0277544221765,0
552,1,0,145.552711224012,-14.0312562721449,0
553,1,0,143.727803167844,-13.8593930119325,0
554,1,0,143.863157568827,-13.8643418094023,0
555,1,0,143.99852070333,-13.869174699127,0
556,1,0,144.13389236518802,-13.8738916701578,0
557,1,0,144.269272348155,-13.878492711807196,0
558,1,0,144.404660445912,-13.882977813649196,0
559,1,0,144.540056452063,-13.887346965519097,0
560,1,0,144.675460160142,-13.8916001575141,0
561,1,0,144.810871363611,-13.8957373799933,0
562,1,0,144.946289855862,-13.8997586235775,0
563,1,0,145.081715430223,-13.903663879149402,0
564,1,0,145.21714787995398,-13.907453137854,0
565,1,0,145.352586998255,-13.9111263910985,0
566,1,0,145.488032578263,-13.9146836305522,0
567,1,0,143.664604502435,-13.7420809949521,0
568,1,0,143.799852198437,-13.7470840006187,0
569,1,0,143.935108710979,-13.7519711905003,0
570,1,0,144.07037383440002,-13.7567425535415,0
571,1,0,144.20564736296,-13.7613980789475,0
572,1,0,144.340929090844,-13.7659377561845,0
573,1,0,144.476218812159,-13.770361574979502,0
574,1,0,144.611516320942,-13.7746695253207,0
575,1,0,144.746821411157,-13.778861597457302,0
576,1,0,144.882133876698,-13.7829377818998,0
