name,value
solver_time,142.17649364471436
total_time,254.05444598197937
obj_value,26432.0
gap_to_opt,0.008739406779661016
total_cost,26432.0
cmd,RSP-CF
gap,0.05
time_limit,
gurobi_log,
gurobi_threads,
gurobi_mem,
input,../../pa-lukas-rose/results/1000x1000-30features-seed0-binary
output,../tests/brandt/congen/1000x1000-30features-seed0-binary/ec-cf
metric,['ec']
metric_prop,0.2
metric_target,
metric_min,
metric_min_type,
metric_max,
metric_max_type,
con_matrix,
con_edgelist,
feature_edgelist,['../../pa-lukas-rose/results/1000x1000-30features-seed0-binary/probability.csv']
pu_data,../../pa-lukas-rose/results/1000x1000-30features-seed0-binary/quality.csv
complete_graph,
