name,value
solver_time,204.00533986091614
total_time,219.00137591362
obj_value,117.13306023489311
gap_to_opt,0.011039365952915948
total_cost,22805.0
cmd,RSP-Con
gap,0.05
time_limit,
gurobi_log,
gurobi_threads,
gurobi_mem,
input,../../pa-lukas-rose/results/500x500-15features-seed15-noquality
output,../tests/brandt/congen/08-500x500-15features-seed15-noquality/bc-CON
metric,['bc']
max_cost,22805.0
min_cost,
metric_min,
metric_min_type,
metric_max,
metric_max_type,
con_matrix,
con_edgelist,
feature_edgelist,['../../pa-lukas-rose/results/500x500-15features-seed0/probability.csv']
pu_data,
complete_graph,mean
