name,value
solver_time,4.356564044952393
total_time,18.821417331695557
obj_value,22805.0
gap_to_opt,0.0010085507564130674
total_cost,22805.0
cmd,RSP-CF
gap,0.05
time_limit,
gurobi_log,
gurobi_threads,
gurobi_mem,
input,../../pa-lukas-rose/results/500x500-15features-seed15-noquality
output,../tests/brandt/congen/08-500x500-15features-seed15-noquality/bc-cf
metric,['bc']
metric_prop,0.2
metric_target,
metric_min,
metric_min_type,
metric_max,
metric_max_type,
con_matrix,
con_edgelist,
feature_edgelist,['../../pa-lukas-rose/results/500x500-15features-seed0/probability.csv']
pu_data,
complete_graph,mean
