name,value
solver_time,135.38610458374023
total_time,148.36612725257874
obj_value,101.3210855247814
gap_to_opt,0.0253375358583409
total_cost,18200.0
cmd,RSP-Con
gap,0.05
time_limit,
gurobi_log,
gurobi_threads,
gurobi_mem,
input,../../pa-lukas-rose/results/400x400-15features-seed0
output,../tests/brandt/congen/01-400x400-15features-seed0/bc-CON
metric,['bc']
max_cost,18200.0
min_cost,
metric_min,
metric_min_type,
metric_max,
metric_max_type,
con_matrix,
con_edgelist,
feature_edgelist,['../../pa-lukas-rose/results/400x400-15features-seed0/probability.csv']
pu_data,
complete_graph,mean
