name,value
solver_time,4.666473627090454
total_time,19.59993886947632
obj_value,22517.363152148744
gap_to_opt,0.0008268517780417725
total_cost,22956.0
cmd,RSP-CC
gap,0.05
time_limit,
gurobi_log,
gurobi_threads,
gurobi_mem,
input,../../pa-lukas-rose/results/500x500-15features-seed15-noquality
output,../tests/brandt/congen/08-500x500-15features-seed15-noquality/bc-CC
metric,['bc']
metric_weight,2.0
cost_weight,
metric_min,
metric_min_type,
metric_max,
metric_max_type,
con_matrix,
con_edgelist,
feature_edgelist,['../../pa-lukas-rose/results/500x500-15features-seed0/probability.csv']
pu_data,
complete_graph,mean
