name,value
solver_time,619.3791899681091
total_time,651.3837337493896
obj_value,18304.0
gap_to_opt,0.002950174825174825
total_cost,18304.0
cmd,RSP-CF
gap,0.05
time_limit,
gurobi_log,
gurobi_threads,
gurobi_mem,
input,../../pa-lukas-rose/results/400x400-15features-seed0
output,../tests/brandt/congen/01-400x400-15features-seed0/ec-cf
metric,['ec']
metric_prop,0.2
metric_target,
metric_min,
metric_min_type,
metric_max,
metric_max_type,
con_matrix,
con_edgelist,
feature_edgelist,['../../pa-lukas-rose/results/400x400-15features-seed0/probability.csv']
pu_data,../../pa-lukas-rose/results/400x400-15features-seed0/quality.csv
complete_graph,
